epoch,student_loss,teacher_loss,student_ce_loss,teacher_ce_loss,student_kd_loss,teacher_kd_loss
0,15.495972687055572,0.0015231685434355837,15.495972687055572,0.0015231685434355837,,
1,20.427797257709564,2.056767936707763,6.896078636611187,0.015542417938877028,20.427797257709564,20.427797257709564
2,14.93356911371857,1.5086914360790167,4.677033304710535,0.017038333789899503,14.93356911371857,14.93356911371857
3,12.002955433655762,1.218598362237158,3.633938945033805,0.020336442061191812,12.002955433655762,12.002955433655762
4,9.451101656076013,0.9677566332612675,2.6460666424634742,0.025162725056842163,9.451101656076013,9.451101656076013
5,7.814426148158956,0.8078361350759359,2.0633934491045265,0.029326120967457164,7.814426148158956,7.814426148158956
6,7.346701254390099,0.7637190836519289,1.911187585278802,0.032276608341764386,7.346701254390099,7.346701254390099
7,7.200252356013654,0.7519376803230035,1.8935317838146224,0.03545826042988007,7.200252356013654,7.200252356013654
8,6.57936335830298,0.6945406287927621,1.6986556682385319,0.04067142529491161,6.57936335830298,6.57936335830298
9,6.27434656426301,0.6672647159906511,1.63422226452019,0.04425561001392645,6.27434656426301,6.27434656426301
10,6.671664183672163,0.7099329381132461,1.8034791970817385,0.04751834286789762,6.671664183672163,6.671664183672163
11,6.102717994652112,0.6526745866295319,1.6058916910977525,0.047114196945499016,6.102717994652112,6.102717994652112
12,5.543930487989693,0.597980624044544,1.3906762647422857,0.0484306294146582,5.543930487989693,5.543930487989693
13,5.385183524719356,0.5823600489362569,1.3377160774502173,0.04871298597517208,5.385183524719356,5.385183524719356
14,5.014218281418256,0.5450120509547907,1.1925023300042918,0.048433571931758866,5.014218281418256,5.014218281418256
15,4.7007425258499795,0.5138815784980606,1.0707076785279175,0.04867479808986668,4.7007425258499795,4.7007425258499795
16,4.465357755287595,0.4896621433154025,0.9744450533744698,0.04791818011474038,4.465357755287595,4.465357755287595
17,4.563206107816251,0.4990601219851774,1.0255521328515604,0.047488338700111335,4.563206107816251,4.563206107816251
18,4.344232986771138,0.4766227267563381,0.937959909219812,0.046888247579044195,4.344232986771138,4.344232986771138
19,4.168703027512885,0.45974424908501327,0.8786781978908442,0.047637712691272406,4.168703027512885,4.168703027512885
20,3.955486054002514,0.43881298259367796,0.8043990444370515,0.0480715240152542,3.955486054002514,3.955486054002514
21,3.8393503371828728,0.4276323953425358,0.7623515642431021,0.04855261820261811,3.8393503371828728,3.8393503371828728
22,3.7127255610907146,0.41454309366181047,0.7206574287158285,0.04807836889788051,3.7127255610907146,3.7127255610907146
23,3.6194713635850393,0.40571909311560583,0.6820391502495919,0.04863550273584761,3.6194713635850393,3.6194713635850393
24,3.497352113497997,0.39210067113583774,0.6458142684225615,0.04707272818996687,3.497352113497997,3.497352113497997
25,3.411019751603071,0.3850823414874855,0.6060615753229429,0.04886706861812128,3.411019751603071,3.411019751603071
26,3.3192476487968188,0.37524302082609384,0.5854343010740676,0.04813138971293508,3.3192476487968188,3.3192476487968188
27,3.222481835140148,0.3659309422882108,0.5450045214328374,0.04853639308609288,3.222481835140148,3.222481835140148
28,3.183482772176722,0.36231385283910994,0.5339440912656577,0.04885063476780679,3.183482772176722,3.183482772176722
29,3.113182593673296,0.3541306723540819,0.5103724745536605,0.047569341996597674,3.113182593673296,3.113182593673296
30,3.011241600441765,0.34401978098537705,0.47727678282399705,0.04766179604952772,3.011241600441765,3.011241600441765
31,2.9555551738824435,0.3389475104123144,0.4558623347119193,0.04821332078590937,2.9555551738824435,2.9555551738824435
32,2.965332093791022,0.34038138361939696,0.46384446888980924,0.04872018872654174,2.965332093791022,2.965332093791022
33,2.8676089320667875,0.32912160638274096,0.43202465041156235,0.04706745438893836,2.8676089320667875,2.8676089320667875
34,2.8077455111520075,0.3241310827219555,0.41876079607337846,0.04817391965527538,2.8077455111520075,2.8077455111520075
35,2.769266456346518,0.31865772098703254,0.39913943622044395,0.0463678566780673,2.769266456346518,2.769266456346518
36,2.72624214444493,0.31510726278093637,0.3885779837807801,0.047203383235837636,2.72624214444493,2.72624214444493
37,2.7297140079969333,0.31670858798237544,0.3952077710858033,0.04859687039308055,2.7297140079969333,2.7297140079969333
38,2.6748771179355417,0.3107192013805979,0.3735936020339481,0.04803498455541362,2.6748771179355417,2.6748771179355417
39,2.7278858794665686,0.3159268800734101,0.39791062624287277,0.04793143118341392,2.7278858794665686,2.7278858794665686
40,2.5793220348565606,0.300001335960127,0.35768991273899947,0.046743476771113776,2.5793220348565606,2.5793220348565606
41,2.611134122139509,0.30457992182468957,0.36395725973399734,0.048296117947168135,2.611134122139509,2.611134122139509
42,2.501921605697749,0.2925227492551962,0.3248169009013057,0.04703398376680322,2.501921605697749,2.501921605697749
43,2.5010796330025467,0.29252573969801954,0.32826979023119,0.04713085850224647,2.5010796330025467,2.5010796330025467
44,2.429999135048513,0.28621905170719514,0.3071183844654799,0.04802126147228955,2.429999135048513,2.429999135048513
45,2.420498386225636,0.2847706659036192,0.30638718247170527,0.04746758304396317,2.420498386225636,2.420498386225636
46,2.3541328238891777,0.2774348627926063,0.28958033261938654,0.04669064161727016,2.3541328238891777,2.3541328238891777
47,2.348442187617394,0.27797115510728826,0.29208291858441826,0.04791881547649692,2.348442187617394,2.348442187617394
48,2.327329246645468,0.2742789684391449,0.2795090585868384,0.04616226798345907,2.327329246645468,2.327329246645468
49,2.2695460530022973,0.2687275674163113,0.2675694768887278,0.046414399330825404,2.2695460530022973,2.2695460530022973
50,2.2422938058563937,0.26644179415641805,0.26205548104935555,0.046902678844650644,2.2422938058563937,2.2422938058563937
51,2.2147904407955177,0.26378654947436475,0.2512889638464476,0.04700833661672412,2.2147904407955177,2.2147904407955177
52,2.1765767896472834,0.26057953746442375,0.2458646970116417,0.047690951291016484,2.1765767896472834,2.1765767896472834
53,2.1345814001994947,0.2562795921597661,0.2381469155107616,0.04757938879677312,2.1345814001994947,2.1345814001994947
54,2.1158973607815614,0.25331857976857014,0.22983668669426643,0.04636537914670246,2.1158973607815614,2.1158973607815614
55,2.085836810937541,0.2501161760213813,0.22251614179910278,0.04614721416394147,2.085836810937541,2.085836810937541
56,2.06079442258531,0.24928171330167936,0.21914045675046936,0.04800252136115941,2.06079442258531,2.06079442258531
57,1.9892503469324387,0.24003215577460524,0.20056695376432865,0.04567457683222346,1.9892503469324387,1.9892503469324387
58,1.9342401174116959,0.23427312121853489,0.1859911385800282,0.04538789738201425,1.9342401174116959,1.9342401174116959
59,1.8848818236257658,0.22982824454113832,0.17438948356831876,0.04593340012823456,1.8848818236257658,1.8848818236257658
60,1.8561167721556153,0.22918319298396564,0.16769874180409097,0.04841279332130976,1.8561167721556153,1.8561167721556153
61,1.827332373086413,0.22437729580674656,0.16281562955586462,0.046271173761036156,1.827332373086413,1.827332373086413
62,1.8080844869998045,0.22116362320656052,0.15984506871174695,0.04483908103908259,1.8080844869998045,1.8080844869998045
63,1.7837307251803936,0.2196216135359085,0.15625947131462495,0.045831710350433374,1.7837307251803936,1.7837307251803936
64,1.7723377968207887,0.21923102552854168,0.15312329392376106,0.04666360403305028,1.7723377968207887,1.7723377968207887
65,1.7563317050860618,0.21841493875303103,0.14882128952298687,0.047535296238902826,1.7563317050860618,1.7563317050860618
66,1.7405783388756515,0.2155664768105734,0.14547853043984552,0.04612071224356038,1.7405783388756515,1.7405783388756515
67,1.7242578050682962,0.2138697819609102,0.1431875887707648,0.046048888325439775,1.7242578050682962,1.7242578050682962
68,1.7070918197595226,0.21143310454626993,0.14146282179048733,0.04524880100023156,1.7070918197595226,1.7070918197595226
69,1.6974660700433772,0.21259577591889803,0.1385400131701117,0.0476101856679916,1.6974660700433772,1.6974660700433772
70,1.688238820736788,0.21117030204734358,0.141494615799232,0.04705157586473493,1.688238820736788,1.688238820736788
71,1.6762579452968605,0.20877550059949748,0.13740163653050994,0.04572189367130179,1.6762579452968605,1.6762579452968605
72,1.6738988204560674,0.20911341811210318,0.13717621466191396,0.04635948263438239,1.6738988204560674,1.6738988204560674
73,1.657714997967008,0.20668090939502723,0.1351166672559821,0.04545489753362909,1.657714997967008,1.657714997967008
74,1.6458640492122598,0.20639133750343658,0.13453714751238652,0.0464499231485408,1.6458640492122598,1.6458640492122598
75,1.6316136865377884,0.2043117407759412,0.13214351148276052,0.04572263373340875,1.6316136865377884,1.6316136865377884
76,1.6260896388033759,0.20419680796711398,0.12889955590955166,0.04620871384480941,1.6260896388033759,1.6260896388033759
77,1.6241586885617012,0.20425960928277945,0.12701073175198466,0.04649304266335587,1.6241586885617012,1.6241586885617012
78,1.617861700607124,0.20238731781489103,0.1287580921623906,0.04511238425500543,1.617861700607124,1.617861700607124
79,1.5993000426814103,0.20137812635758254,0.12623632546354582,0.04605346715425738,1.5993000426814103,1.5993000426814103
80,1.5924483169292076,0.20058159894826544,0.12617713403104497,0.04592973929865647,1.5924483169292076,1.5924483169292076
81,1.5854698453892215,0.200124054155667,0.12387642079591274,0.046196742178958625,1.5854698453892215,1.5854698453892215
82,1.5738481285475951,0.1990068836932524,0.12237829156219959,0.04624674324901394,1.5738481285475951,1.5738481285475951
83,1.5644480413301436,0.19888339693147405,0.12214790148033701,0.047153989793804266,1.5644480413301436,1.5644480413301436
84,1.5507999226136309,0.19591228461330393,0.11807283836637962,0.04536921199256529,1.5507999226136309,1.5507999226136309
85,1.5353687976463744,0.19394595229370198,0.11974634431625501,0.04489896744602882,1.5353687976463744,1.5353687976463744
86,1.528067693600499,0.1942293073073916,0.11674381718152725,0.04602504010572648,1.528067693600499,1.528067693600499
87,1.5324555775025528,0.19400200439391804,0.11589245648216873,0.04528493847416729,1.5324555775025528,1.5324555775025528
88,1.5211740066359918,0.19276693466185607,0.11482442639171077,0.045166146901262756,1.5211740066359918,1.5211740066359918
89,1.5089614926739068,0.19211029157433385,0.1148695510100652,0.04579348975175221,1.5089614926739068,1.5089614926739068
90,1.5015882493895898,0.19087391992600697,0.10923943826565263,0.04523899217010479,1.5015882493895898,1.5015882493895898
91,1.448759398853939,,0.10288255985722575,,1.448759398853939,
92,1.4227599118355367,,0.0980899755271558,,1.4227599118355367,
93,1.4069915225089398,,0.09657336789468138,,1.4069915225089398,
94,1.3949149455767904,,0.09318952961072269,,1.3949149455767904,
95,1.3885470361032322,,0.09276941758903758,,1.3885470361032322,
96,1.3829042723906475,,0.09094344415341135,,1.3829042723906475,
97,1.3726425189203126,,0.08705351684616089,,1.3726425189203126,
98,1.3505168212810084,,0.08350524826390014,,1.3505168212810084,
99,1.3448059709882096,,0.08460178159481786,,1.3448059709882096,
100,1.3466712096831162,,0.08370836720097588,,1.3466712096831162,
