epoch,student_loss,teacher_loss,student_ce_loss,teacher_ce_loss,student_kd_loss,teacher_kd_loss
0,8.94000114756979,0.023850612688698803,8.94000114756979,0.023850612688698803,,
1,3.2659883815664097,,3.2659883815664097,,,
2,2.142606584215805,,2.142606584215805,,,
3,1.7738818963292464,,1.7738818963292464,,,
4,1.4035815217902243,,1.4035815217902243,,,
5,1.0267263323125821,,1.0267263323125821,,,
6,1.0564499799631684,,1.0564499799631684,,,
7,0.9143782792683222,,0.9143782792683222,,,
8,0.7972020765412563,,0.7972020765412563,,,
9,0.8106567564105195,,0.8106567564105195,,,
10,0.8385554145180256,,0.8385554145180256,,,
11,0.6854689288276629,,0.6854689288276629,,,
12,0.6274510660588322,,0.6274510660588322,,,
13,0.5631154182909851,,0.5631154182909851,,,
14,0.670978511125326,,0.670978511125326,,,
15,0.6228534467446827,,0.6228534467446827,,,
16,0.5719037039857298,,0.5719037039857298,,,
17,0.6043990373287305,,0.6043990373287305,,,
18,0.5812909940373264,,0.5812909940373264,,,
19,0.4940618322500798,,0.4940618322500798,,,
20,0.4661980023272741,,0.4661980023272741,,,
21,0.445710917147054,,0.445710917147054,,,
22,0.4212404008018078,,0.4212404008018078,,,
23,0.4039096383476822,,0.4039096383476822,,,
24,0.3746926919631636,,0.3746926919631636,,,
25,0.33215320758373784,,0.33215320758373784,,,
26,0.29267074879180216,,0.29267074879180216,,,
27,0.3617269436894932,,0.3617269436894932,,,
28,0.3047023473673346,,0.3047023473673346,,,
29,0.2666150203519289,,0.2666150203519289,,,
30,0.3266530043456849,,0.3266530043456849,,,
31,0.7874351891659805,5.563408389430128,0.2694358369067397,0.07754807538094902,5.44942931448582,5.563408389430128
32,0.7452295168385777,4.760713913466636,0.3049264265127809,0.08117408137226279,4.7079573333530345,4.760713913466636
33,0.6474675965171858,4.0367761015205605,0.2739018701268354,0.08977804736068004,4.009559146120849,4.0367761015205605
34,0.5630748087560528,3.4653753129931038,0.24237068312305787,0.0987750761918795,3.449411934945954,3.4653753129931038
35,0.5417694403281672,3.1192461873809267,0.2562908560218753,0.11103696417676015,3.111076697430699,3.1192461873809267
36,0.5034541950077868,2.7829094894101662,0.250773442630261,0.1262139943753079,2.7775809696219476,2.7829094894101662
37,0.45781495646643316,2.496959107774843,0.23182995070870763,0.13894130137015517,2.4916800193426627,2.496959107774843
38,0.4642909288368237,2.3384932985842726,0.2566043181262639,0.15673504973346425,2.3334704532275503,2.3384932985842726
39,0.4401816608275806,2.1632266021735838,0.24935123300083312,0.17154167138960066,2.157655538844513,2.1632266021735838
40,0.43691894106962553,2.088103664966249,0.2541240472978151,0.17716235606213143,2.082073012606425,2.088103664966249
41,0.4164670594823109,2.0466085071374573,0.23600769990617773,0.18060507494968173,2.0406013248215404,2.0466085071374573
42,0.39788604102985875,2.0126934731075266,0.21915192815569906,0.18060611109282065,2.006493080524169,2.0126934731075266
43,0.40618679695837173,2.0099571591680507,0.22873659903375446,0.18125816962550026,2.00323859781923,2.0099571591680507
44,0.38036088626390835,1.960059445253642,0.2056281514708918,0.18343237972200413,1.95295551894036,1.960059445253642
45,0.3994097117518128,1.9838949358013298,0.22412442484595269,0.18492156428047196,1.976977311031832,1.9838949358013298
46,0.38737170406815646,1.9529081039983953,0.21425182815886656,0.18531111449298765,1.9454506132286935,1.9529081039983953
47,0.3754114059877945,1.9398428207776979,0.20228507340678936,0.185760007009282,1.933548417674069,1.9398428207776979
48,0.3693545201479893,1.9289286067984612,0.19683421407221452,0.18472829529025275,1.9220372906725756,1.9289286067984612
