epoch,student_loss,teacher_loss,student_ce_loss,teacher_ce_loss,student_kd_loss,teacher_kd_loss
0,9.82004482605878,0.01852468675469308,9.82004482605878,0.01852468675469308,,
1,3.949756210417394,,3.949756210417394,,,
2,2.4672306372076656,,2.4672306372076656,,,
3,1.9692862501839543,,1.9692862501839543,,,
4,1.6503633848389092,,1.6503633848389092,,,
5,1.5933803207886494,,1.5933803207886494,,,
6,1.578425452837249,,1.578425452837249,,,
7,1.7733824138751115,,1.7733824138751115,,,
8,2.023492538868009,,2.023492538868009,,,
9,2.0824633641621038,,2.0824633641621038,,,
10,1.6179701172177443,,1.6179701172177443,,,
11,1.3473989135011688,,1.3473989135011688,,,
12,1.2941699755923521,,1.2941699755923521,,,
13,1.491760035609955,,1.491760035609955,,,
14,1.4788331023567474,,1.4788331023567474,,,
15,1.1134955433704663,,1.1134955433704663,,,
16,0.9756135851373453,,0.9756135851373453,,,
17,0.9396166379189552,,0.9396166379189552,,,
18,1.062944850196009,,1.062944850196009,,,
19,0.8771402062586201,,0.8771402062586201,,,
20,0.989391033606761,,0.989391033606761,,,
21,0.8121400807062378,,0.8121400807062378,,,
22,0.8268259450450273,,0.8268259450450273,,,
23,1.0030792505311235,,1.0030792505311235,,,
24,0.7243234594078625,,0.7243234594078625,,,
25,0.7389928511036631,,0.7389928511036631,,,
26,0.8869040904142668,,0.8869040904142668,,,
27,0.6761894745518789,,0.6761894745518789,,,
28,0.9740686529813825,,0.9740686529813825,,,
29,0.9935842814195491,,0.9935842814195491,,,
30,0.7966651198504221,,0.7966651198504221,,,
