Teacher,Student,Alpha,Temperature,Epochs,QKD Accuracy
mobilenet_v3_small,mobilenet_v3_small,"t:0.0, s:0.0",6.0,100-0-0,"top1: 71.32, top5: 91.49"
mobilenet_v3_small,mobilenet_v3_small,"t:0.0, s:0.0",6.0,100-0-0,"top1: 71.77, top5: 91.12"
